"time","voltage"
0.32705,0.1977067
0.3271,0.1950757
0.32715,0.1977067
0.3272,0.1967201
0.32725,0.2019821
0.3273,0.2052708
0.32735,0.2105327
0.3274,0.2118482
0.32745,0.2154658
0.3275,0.2141503
0.32755,0.2144792
0.3276,0.2115193
0.32765,0.2128348
0.3277,0.2088884
0.32775,0.2079017
0.3278,0.2052708
0.32785,0.2079017
0.3279,0.2075729
0.32795,0.2148081
0.328,0.217439
0.32805,0.2217144
0.3281,0.2207278
0.32815,0.2213855
0.3282,0.2177679
0.32825,0.2167813
0.3283,0.2134926
0.32835,0.2138214
0.3284,0.2121771
0.32845,0.2141503
0.3285,0.2128348
0.32855,0.2151369
0.3286,0.2121771
0.32865,0.2134926
0.3287,0.2102038
0.32875,0.2102038
0.3288,0.2059285
0.32885,0.2075729
0.3289,0.2062574
0.32895,0.209875
0.329,0.2115193
0.32905,0.2144792
0.3291,0.217439
0.32915,0.2207278
0.3292,0.2207278
0.32925,0.2213855
0.3293,0.2177679
0.32935,0.2148081
0.3294,0.2088884
0.32945,0.2079017
0.3295,0.204613
0.32955,0.2042841
0.3296,0.204613
0.32965,0.2108616
0.3297,0.2131637
0.32975,0.2171102
0.3298,0.2184256
0.32985,0.2223721
0.3299,0.2217144
0.32995,0.2230299
0.33,0.2233587
0.33005,0.2259897
0.3301,0.2266475
0.33015,0.230265
0.3302,0.2322383
0.33025,0.238158
0.3303,0.2375002
0.33035,0.2401312
0.3304,0.2351981
0.33045,0.2319094
0.3305,0.2259897
0.33055,0.2246742
0.3306,0.2220432
0.33065,0.2220432
0.3307,0.2194123
0.33075,0.2207278
0.3308,0.2210566
0.33085,0.2256608
0.3309,0.225332
0.33095,0.2269763
0.331,0.2250031
0.33105,0.2256608
0.3311,0.2256608
0.33115,0.2266475
0.3312,0.2266475
0.33125,0.2273052
0.3313,0.2263186
0.33135,0.2213855
0.3314,0.2171102
0.33145,0.2118482
0.3315,0.2118482
0.33155,0.2108616
0.3316,0.2141503
0.33165,0.2148081
0.3317,0.2184256
0.33175,0.2194123
0.3318,0.2203989
0.33185,0.2194123
0.3319,0.2187545
0.33195,0.2141503
0.332,0.2115193
0.33205,0.2065863
0.3321,0.2069151
0.33215,0.2049419
0.3322,0.2085595
0.33225,0.209875
0.3323,0.2167813
0.33235,0.2194123
0.3324,0.2256608
0.33245,0.2276341
0.3325,0.2319094
0.33255,0.2299362
0.3326,0.2292784
0.33265,0.2250031
0.3327,0.222701
0.33275,0.2161235
0.3328,0.2128348
0.33285,0.2069151
0.3329,0.2052708
0.33295,0.2023109
0.333,0.2042841
0.33305,0.2052708
0.3331,0.209875
0.33315,0.2115193
0.3332,0.2148081
0.33325,0.2151369
0.3333,0.2157947
0.33335,0.2128348
0.3334,0.212506
0.33345,0.2111905
0.3335,0.2134926
0.33355,0.2111905
0.3336,0.212506
0.33365,0.2088884
0.3337,0.2055996
0.33375,0.1973778
0.3338,0.1908004
0.33385,0.1838941
0.3339,0.1819209
0.33395,0.1776455
0.334,0.1773167
0.33405,0.1750145
0.3341,0.1760012
0.33415,0.1760012
0.3342,0.1760012
0.33425,0.1736991
0.3343,0.1720547
0.33435,0.1681082
0.3344,0.1697526
0.33445,0.1681082
0.3345,0.1704103
0.33455,0.1690948
0.3346,0.1723836
0.33465,0.1707392
0.3347,0.1720547
0.33475,0.1700815
0.3348,0.1723836
0.33485,0.171397
0.3349,0.1730413
0.33495,0.168766
0.335,0.1690948
0.33505,0.1631752
0.3351,0.1598864
0.33515,0.1552822
0.3352,0.1542956
0.33525,0.1513358
0.3353,0.1519935
0.33535,0.1510069
0.3354,0.1539667
0.33545,0.153309
0.3355,0.1556111
0.33555,0.1529801
0.3356,0.1510069
0.33565,0.1460738
0.3357,0.1434428
0.33575,0.1371943
0.3358,0.1355499
0.33585,0.1309457
0.3359,0.127657
0.33595,0.122395
0.336,0.1191063
0.33605,0.1125289
0.3361,0.1059514
0.33615,0.099374
0.3362,0.0980585
0.33625,0.0970719
0.3363,0.1013472
0.33635,0.1046359
0.3364,0.1108845
0.33645,0.1128577
0.3365,0.1191063
0.33655,0.1174619
0.3366,0.1181197
0.33665,0.1141732
0.3367,0.1115422
0.33675,0.1075958
0.3368,0.1059514
0.33685,0.1046359
0.3369,0.1049648
0.33695,0.1059514
0.337,0.106938
0.33705,0.106938
0.3371,0.1026627
0.33715,0.1000317
0.3372,0.0931254
0.33725,0.0885212
0.3373,0.0806283
0.33735,0.0773396
0.3374,0.073722
0.33745,0.0740508
0.3375,0.0730642
0.33755,0.0753663
0.3376,0.0743797
0.33765,0.0766818
0.3377,0.0753663
0.33775,0.0779973
0.3378,0.0770107
0.33785,0.0743797
0.3379,0.0674734
0.33795,0.0655002
0.338,0.0605671
0.33805,0.0625403
0.3381,0.0615537
0.33815,0.0671445
0.3382,0.0691178
0.33825,0.0733931
0.3383,0.0747086
0.33835,0.0779973
0.3384,0.0770107
0.33845,0.0760241
0.3385,0.0724065
0.33855,0.0720776
0.3386,0.0694466
0.33865,0.0701044
0.3387,0.0671445
0.33875,0.0674734
0.3388,0.0645135
0.33885,0.0631981
0.3389,0.060896
0.33895,0.0589227
0.339,0.055634
0.33905,0.055634
0.3391,0.0507009
0.33915,0.0477411
0.3392,0.0405059
0.33925,0.0359017
0.3393,0.0289954
0.33935,0.0260355
0.3394,0.0230757
0.33945,0.0207736
0.3395,0.0191292
0.33955,0.0184715
0.3396,0.0168271
0.33965,0.017156
0.3397,0.0158405
0.33975,0.0174849
0.3398,0.0155116
0.33985,0.0178137
0.3399,0.0148539
0.33995,0.0151827
0.34,0.0099208
0.34005,0.0105785
0.3401,0.0086053
0.34015,0.0109074
0.3402,0.0092631
0.34025,0.0125518
0.3403,0.0099208
0.34035,0.0082764
0.3404,0.0033434
0.34045,0.001699
0.3405,-0.0012609
0.34055,0.001699
0.3406,0.0033434
0.34065,0.0063032
0.3407,0.0066321
0.34075,0.0089342
0.3408,0.0056455
0.34085,0.0040011
0.3409,5.46e-05
0.34095,-0.0025763
0.341,-0.0071805
0.34105,-0.0101404
0.3411,-0.0167178
0.34115,-0.0209932
0.3412,-0.0282284
0.34125,-0.0308593
0.3413,-0.0357924
0.34135,-0.0357924
0.3414,-0.0380945
0.34145,-0.0361213
0.3415,-0.0380945
0.34155,-0.036779
0.3416,-0.0374368
0.34165,-0.0348058
0.3417,-0.0374368
0.34175,-0.0384234
0.3418,-0.0407255
0.34185,-0.0407255
0.3419,-0.0417121
0.34195,-0.0371079
0.342,-0.0357924
0.34205,-0.0305305
0.3421,-0.0295438
0.34215,-0.0275706
0.3422,-0.0288861
0.34225,-0.026584
0.3423,-0.0272417
0.34235,-0.0252685
0.3424,-0.0246108
0.34245,-0.0216509
0.3425,-0.0186911
0.34255,-0.0173756
0.3426,-0.0173756
0.34265,-0.0203354
0.3427,-0.0216509
0.34275,-0.0278995
0.3428,-0.0321748
0.34285,-0.0380945
0.3429,-0.0380945
0.34295,-0.0380945
0.343,-0.0354635
0.34305,-0.0348058
0.3431,-0.0321748
0.34315,-0.0338192
0.3432,-0.0321748
0.34325,-0.0338192
0.3433,-0.0302016
0.34335,-0.0311882
0.3434,-0.0259263
0.34345,-0.0232953
0.3435,-0.0173756
0.34355,-0.0140869
0.3436,-0.0094827
0.34365,-0.0098115
0.3437,-0.0091538
0.34375,-0.0131002
0.3438,-0.0124425
0.34385,-0.0147446
0.3439,-0.0134291
0.34395,-0.0150735
0.344,-0.0154023
0.34405,-0.0200066
0.3441,-0.0229664
0.34415,-0.0282284
0.3442,-0.0295438
0.34425,-0.0331614
0.3443,-0.0325037
0.34435,-0.0334903
0.3444,-0.0325037
0.34445,-0.0328326
0.3445,-0.0282284
0.34455,-0.0269129
0.3446,-0.0219798
0.34465,-0.0196777
0.3447,-0.0157312
0.34475,-0.0147446
0.3448,-0.0124425
0.34485,-0.0140869
0.3449,-0.0140869
0.34495,-0.0180333
0.345,-0.0200066
0.34505,-0.0229664
0.3451,-0.0223087
0.34515,-0.0219798
0.3452,-0.0157312
0.34525,-0.0117848
0.3453,-0.0058651
0.34535,-0.0058651
0.3454,-0.0045496
0.34545,-0.0078383
0.3455,-0.0065228
0.34555,-0.0078383
0.3456,-0.0061939
0.34565,-0.0098115
0.3457,-0.0088249
0.34575,-0.011127
0.3458,-0.008496
0.34585,-0.0068517
0.3459,-0.0029052
0.34595,-0.0019186
0.346,5.46e-05
0.34605,-0.0022475
0.3461,-0.0032341
0.34615,-0.0078383
0.3462,-0.0075094
0.34625,-0.0114559
0.3463,-0.0081672
0.34635,-0.0078383
0.3464,-0.0032341
0.34645,-0.0032341
0.3465,-0.0006031
0.34655,-0.0002742
0.3466,0.0026856
0.34665,0.0036722
0.3467,0.0056455
0.34675,0.0059743
0.3468,0.0095919
0.34685,0.0138673
0.3469,0.0204447
0.34695,0.0234045
0.347,0.029982
0.34705,0.0316263
0.3471,0.0335996
0.34715,0.0316263
0.3472,0.0322841
0.34725,0.0289954
0.3473,0.0283376
0.34735,0.0266933
0.3474,0.0293242
0.34745,0.0289954
0.3475,0.0312975
0.34755,0.029982
0.3476,0.032613
0.34765,0.0316263
0.3477,0.0335996
0.34775,0.032613
0.3478,0.0359017
0.34785,0.0365594
0.3479,0.0405059
0.34795,0.0408348
0.348,0.0434657
0.34805,0.0437946
0.3481,0.0457678
0.34815,0.0457678
0.3482,0.0460967
0.34825,0.0470833
0.3483,0.0467545
0.34835,0.0487277
0.3484,0.0464256
0.34845,0.0470833
0.3485,0.0444524
0.34855,0.0441235
0.3486,0.0434657
0.34865,0.0474122
0.3487,0.0507009
0.34875,0.0559629
0.3488,0.0585939
0.34885,0.0622114
0.3489,0.0631981
0.34895,0.0678023
0.349,0.06846
0.34905,0.0717487
0.3491,0.0704332
0.34915,0.0717487
0.3492,0.06846
0.34925,0.0678023
0.3493,0.0648424
0.34935,0.0671445
0.3494,0.06846
0.34945,0.0724065
0.3495,0.0714199
0.34955,0.0740508
0.3496,0.0720776
0.34965,0.0724065
0.3497,0.0701044
0.34975,0.0730642
0.3498,0.0743797
0.34985,0.0789839
0.3499,0.0802994
0.34995,0.0852325
0.35,0.0862191
0.35005,0.086548
0.3501,0.0826015
0.35015,0.0816149
0.3502,0.0779973
0.35025,0.078655
0.3503,0.0793128
0.35035,0.0852325
0.3504,0.0904944
0.35045,0.0980585
0.3505,0.1033204
0.35055,0.1082535
0.3506,0.106938
0.35065,0.1059514
0.3507,0.102005
0.35075,0.1000317
0.3508,0.0970719
0.35085,0.0980585
0.3509,0.0983874
0.35095,0.102005
0.351,0.1023338
0.35105,0.1066092
0.3511,0.1072669
0.35115,0.109569
0.3512,0.1075958
0.35125,0.1082535
0.3513,0.1046359
0.35135,0.1043071
0.3514,0.1010183
0.35145,0.1013472
0.3515,0.1000317
0.35155,0.1023338
0.3516,0.1003606
0.35165,0.1039782
0.3517,0.1062803
0.35175,0.1122
0.3518,0.1161465
0.35185,0.1233816
0.3519,0.1269992
0.35195,0.1319323
0.352,0.1329189
0.35205,0.1319323
0.3521,0.1269992
0.35215,0.1227239
0.3522,0.1191063
0.35225,0.1171331
0.3523,0.1131866
0.35235,0.1138443
0.3524,0.1115422
0.35245,0.1151598
0.3525,0.1194352
0.35255,0.127657
0.3526,0.1325901
0.35265,0.1381809
0.3527,0.1398252
0.35275,0.1421273
0.3528,0.1408118
0.35285,0.1437717
0.3529,0.1424562
0.35295,0.1447583
0.353,0.143114
0.35305,0.1421273
0.3531,0.1365365
0.35315,0.1332478
0.3532,0.1273281
0.35325,0.1256837
0.3533,0.1220661
0.35335,0.1230528
0.3534,0.1237105
0.35345,0.1283147
0.3535,0.1329189
0.35355,0.1391675
0.3536,0.1417985
0.35365,0.1460738
0.3537,0.1457449
0.35375,0.1470604
0.3538,0.1460738
0.35385,0.1424562
0.3539,0.1401541
0.35395,0.1342344
0.354,0.1342344
0.35405,0.1309457
0.3541,0.1329189
0.35415,0.1309457
0.3542,0.1335767
0.35425,0.1322612
0.3543,0.1325901
0.35435,0.1296302
0.3544,0.1309457
0.35445,0.1283147
0.3545,0.1299591
0.35455,0.1279858
0.3546,0.1283147
0.35465,0.127657
0.3547,0.1286436
0.35475,0.1283147
0.3548,0.1319323
0.35485,0.1342344
0.3549,0.1391675
0.35495,0.1391675
0.355,0.1424562
0.35505,0.1424562
0.3551,0.1447583
0.35515,0.1434428
0.3552,0.1457449
0.35525,0.143114
0.3553,0.1421273
0.35535,0.1394964
0.3554,0.1401541
0.35545,0.1401541
0.3555,0.1454161
0.35555,0.148047
0.3556,0.1516646
0.35565,0.1510069
0.3557,0.1519935
0.35575,0.1483759
0.3558,0.1490337
0.35585,0.1470604
0.3559,0.1503491
0.35595,0.1496914
0.356,0.1519935
0.35605,0.1513358
0.3561,0.1519935
0.35615,0.1490337
0.3562,0.148047
0.35625,0.1444294
0.3563,0.1434428
0.35635,0.1424562
0.3564,0.1450872
0.35645,0.1444294
0.3565,0.148047
0.35655,0.1477182
0.3566,0.1503491
0.35665,0.1490337
0.3567,0.1526513
0.35675,0.1519935
0.3568,0.1536379
0.35685,0.1510069
0.3569,0.1519935
0.35695,0.1487048
0.357,0.1503491
0.35705,0.1493625
0.3571,0.1523224
0.35715,0.1519935
0.3572,0.1569266
0.35725,0.1585709
0.3573,0.160873
0.35735,0.1565977
0.3574,0.15594
0.35745,0.1523224
0.3575,0.1516646
0.35755,0.1477182
0.3576,0.1467315
0.35765,0.1427851
0.3577,0.1414696
0.35775,0.1375231
0.3578,0.137852
0.35785,0.1375231
0.3579,0.1408118
0.35795,0.1414696
0.358,0.1447583
0.35805,0.1447583
0.3581,0.1477182
0.35815,0.1460738
0.3582,0.1467315
0.35825,0.1457449
0.3583,0.1457449
0.35835,0.1437717
0.3584,0.1450872
0.35845,0.1408118
0.3585,0.1398252
0.35855,0.135221
0.3586,0.1335767
0.35865,0.1289725
0.3587,0.1302879
0.35875,0.1286436
0.3588,0.1296302
0.35885,0.1296302
0.3589,0.1348922
0.35895,0.1388386
0.359,0.1447583
0.35905,0.1464027
0.3591,0.1516646
0.35915,0.1519935
0.3592,0.1529801
0.35925,0.1513358
0.3593,0.1510069
0.35935,0.1477182
0.3594,0.1441006
0.35945,0.1424562
0.3595,0.137852
0.35955,0.1365365
0.3596,0.1335767
0.35965,0.1355499
0.3597,0.1339055
0.35975,0.1385098
0.3598,0.1408118
0.35985,0.1460738
0.3599,0.1487048
0.35995,0.1526513
0.36,0.1523224
0.36005,0.15594
0.3601,0.1542956
0.36015,0.1579132
0.3602,0.1556111
0.36025,0.1556111
0.3603,0.1526513
0.36035,0.1526513
0.3604,0.1483759
0.36045,0.1470604
0.3605,0.1421273
0.36055,0.1398252
0.3606,0.1368654
0.36065,0.1371943
0.3607,0.135221
0.36075,0.135221
0.3608,0.1329189
0.36085,0.1335767
0.3609,0.1316034
0.36095,0.1329189
0.361,0.1309457
0.36105,0.1322612
0.3611,0.1289725
0.36115,0.1286436
0.3612,0.1266704
0.36125,0.1256837
0.3613,0.1233816
0.36135,0.1256837
0.3614,0.1230528
0.36145,0.1246971
0.3615,0.1237105
0.36155,0.1269992
0.3616,0.1293013
0.36165,0.1355499
0.3617,0.1391675
0.36175,0.1454161
0.3618,0.1473893
0.36185,0.1523224
0.3619,0.1536379
0.36195,0.1562688
0.362,0.15594
0.36205,0.1572555
0.3621,0.1546245
0.36215,0.1523224
0.3622,0.1477182
0.36225,0.1457449
0.3623,0.1424562
0.36235,0.1417985
0.3624,0.140483
0.36245,0.1434428
0.3625,0.1441006
0.36255,0.1493625
0.3626,0.1519935
0.36265,0.1585709
0.3627,0.1585709
0.36275,0.1612019
0.3628,0.1575843
0.36285,0.1546245
0.3629,0.1477182
0.36295,0.1444294
0.363,0.1398252
0.36305,0.1381809
0.3631,0.135221
0.36315,0.1371943
0.3632,0.1358788
0.36325,0.1375231
0.3633,0.1355499
0.36335,0.1375231
0.3634,0.135221
0.36345,0.1375231
0.3635,0.1381809
0.36355,0.1414696
0.3636,0.1434428
0.36365,0.1510069
0.3637,0.1552822
0.36375,0.1625174
0.3638,0.1664639
0.36385,0.1710681
0.3639,0.1694237
0.36395,0.1697526
0.364,0.1658061
0.36405,0.1644906
0.3641,0.1605442
0.36415,0.1592287
0.3642,0.15594
0.36425,0.1549533
0.3643,0.1523224
0.36435,0.1523224
0.3644,0.1519935
0.36445,0.1556111
0.3645,0.15594
0.36455,0.1605442
0.3646,0.1602153
0.36465,0.1618597
0.3647,0.1618597
0.36475,0.163504
0.3648,0.163504
0.36485,0.1671216
0.3649,0.1677794
0.36495,0.1717258
0.365,0.1730413
0.36505,0.1733702
0.3651,0.1720547
0.36515,0.1694237
0.3652,0.1671216
0.36525,0.1625174
0.3653,0.1598864
0.36535,0.15594
0.3654,0.1572555
0.36545,0.1575843
0.3655,0.1641618
0.36555,0.1684371
0.3656,0.1753434
0.36565,0.1760012
0.3657,0.1825786
0.36575,0.184223
0.3658,0.189156
0.36585,0.1894849
0.3659,0.1924448
0.36595,0.1911293
0.366,0.1924448
0.36605,0.1894849
0.3661,0.1901426
0.36615,0.1865251
0.3662,0.1878406
0.36625,0.1861962
0.3663,0.1878406
0.36635,0.1871828
0.3664,0.1901426
0.36645,0.189156
0.3665,0.1921159
0.36655,0.1934314
0.3666,0.197049
0.36665,0.1947469
0.3667,0.1954046
0.36675,0.1911293
0.3668,0.1888272
0.36685,0.1845518
0.3669,0.1848807
0.36695,0.1825786
0.367,0.1861962
0.36705,0.1868539
0.3671,0.1914581
0.36715,0.1924448
0.3672,0.1954046
0.36725,0.1940891
0.3673,0.194418
0.36735,0.1927736
0.3674,0.1940891
0.36745,0.191787
0.3675,0.194418
0.36755,0.1931025
0.3676,0.1963912
0.36765,0.1954046
0.3677,0.1983645
0.36775,0.1986933
0.3678,0.2026398
0.36785,0.2026398
0.3679,0.2039553
0.36795,0.2019821
0.368,0.2019821
0.36805,0.1983645
0.3681,0.1960624
0.36815,0.1921159
0.3682,0.189156
0.36825,0.1825786
0.3683,0.178961
0.36835,0.1743568
0.3684,0.1760012
0.36845,0.1783033
0.3685,0.1855384
0.36855,0.189156
0.3686,0.1947469
0.36865,0.1963912
0.3687,0.1993511
0.36875,0.1983645
0.3688,0.2006666
0.36885,0.1986933
0.3689,0.1977067
0.36895,0.1963912
0.369,0.1983645
0.36905,0.1980356
0.3691,0.2023109
0.36915,0.2019821
0.3692,0.2049419
0.36925,0.2039553
0.3693,0.2052708
0.36935,0.2026398
0.3694,0.2049419
0.36945,0.2032975
0.3695,0.2029687
0.36955,0.1990222
0.3696,0.1986933
0.36965,0.1950757
0.3697,0.1940891
0.36975,0.1927736
0.3698,0.1924448
0.36985,0.1888272
0.3699,0.1881694
0.36995,0.1855384
0.37,0.1865251
0.37005,0.1852096
0.3701,0.1894849
0.37015,0.1881694
0.3702,0.1931025
0.37025,0.1937602
0.3703,0.1954046
0.37035,0.1947469
0.3704,0.1967201
0.37045,0.1963912
0.3705,0.2009954
0.37055,0.204613
0.3706,0.2095461
0.37065,0.2108616
0.3707,0.2092172
0.37075,0.2062574
0.3708,0.1983645
0.37085,0.1947469
0.3709,0.189156
0.37095,0.1881694
0.371,0.1881694
0.37105,0.1937602
0.3711,0.1983645
0.37115,0.207244
0.3712,0.2111905
0.37125,0.2180968
0.3713,0.2177679
0.37135,0.2157947
0.3714,0.2082306
0.37145,0.204613
0.3715,0.197049
0.37155,0.194418
0.3716,0.1901426
0.37165,0.1901426
0.3717,0.1898138
0.37175,0.191787
0.3718,0.1934314
0.37185,0.1983645
0.3719,0.2000088
0.37195,0.2039553
0.372,0.2049419
0.37205,0.2082306
0.3721,0.207244
0.37215,0.2079017
0.3722,0.2052708
0.37225,0.2062574
0.3723,0.204613
0.37235,0.2069151
0.3724,0.2059285
0.37245,0.207244
0.3725,0.2049419
0.37255,0.2032975
0.3726,0.1973778
0.37265,0.1947469
0.3727,0.1884983
0.37275,0.1868539
0.3728,0.1822497
0.37285,0.1819209
0.3729,0.1796187
0.37295,0.1822497
0.373,0.1822497
0.37305,0.1852096
0.3731,0.1861962
0.37315,0.1894849
0.3732,0.1901426
0.37325,0.1924448
0.3733,0.1894849
0.37335,0.1881694
0.3734,0.1832363
0.37345,0.1829075
0.3735,0.1776455
0.37355,0.1783033
0.3736,0.17633
0.37365,0.178961
0.3737,0.1799476
0.37375,0.1829075
0.3738,0.1819209
0.37385,0.1825786
0.3739,0.1786321
0.37395,0.178961
0.374,0.1773167
0.37405,0.1809342
0.3741,0.1812631
0.37415,0.1868539
0.3742,0.1888272
0.37425,0.1960624
0.3743,0.1980356
0.37435,0.2029687
0.3744,0.2026398
0.37445,0.2049419
0.3745,0.1996799
0.37455,0.1957335
0.3746,0.1865251
0.37465,0.1792899
0.3747,0.1697526
0.37475,0.1658061
0.3748,0.1618597
0.37485,0.1625174
0.3749,0.1625174
0.37495,0.1628463
0.375,0.163504
0.37505,0.1677794
0.3751,0.1681082
0.37515,0.1730413
0.3752,0.1746857
0.37525,0.1792899
0.3753,0.1779744
0.37535,0.1799476
0.3754,0.1769878
0.37545,0.17633
0.3755,0.1727124
0.37555,0.1710681
0.3756,0.1671216
0.37565,0.1671216
0.3757,0.1658061
0.37575,0.1684371
0.3758,0.1674505
0.37585,0.1704103
0.3759,0.1700815
0.37595,0.1733702
0.376,0.1743568
0.37605,0.1783033
0.3761,0.1766589
0.37615,0.1786321
0.3762,0.1792899
0.37625,0.1802765
0.3763,0.1819209
0.37635,0.1802765
0.3764,0.1809342
0.37645,0.1773167
0.3765,0.1779744
0.37655,0.1756723
0.3766,0.1760012
0.37665,0.1740279
0.3767,0.1766589
0.37675,0.1766589
0.3768,0.1809342
0.37685,0.1812631
0.3769,0.1848807
0.37695,0.1829075
0.377,0.1865251
0.37705,0.1832363
0.3771,0.1822497
0.37715,0.178961
0.3772,0.1822497
0.37725,0.1799476
0.3773,0.1819209
0.37735,0.181592
0.3774,0.1832363
0.37745,0.1835652
0.3775,0.1868539
0.37755,0.1868539
0.3776,0.1888272
0.37765,0.1858673
0.3777,0.1865251
0.37775,0.181592
0.3778,0.1829075
0.37785,0.181592
0.3779,0.1848807
0.37795,0.1868539
0.378,0.1940891
0.37805,0.1986933
0.3781,0.2055996
0.37815,0.2075729
0.3782,0.2115193
0.37825,0.2102038
0.3783,0.2105327
0.37835,0.2069151
0.3784,0.204613
0.37845,0.1996799
0.3785,0.1977067
0.37855,0.1950757
0.3786,0.1957335
0.37865,0.1927736
0.3787,0.1947469
0.37875,0.1947469
0.3788,0.197049
0.37885,0.1967201
0.3789,0.2006666
0.37895,0.2019821
0.379,0.2059285
0.37905,0.2052708
0.3791,0.2069151
0.37915,0.2062574
0.3792,0.2085595
0.37925,0.2082306
0.3793,0.209875
0.37935,0.2092172
0.3794,0.2115193
0.37945,0.2115193
0.3795,0.2144792
0.37955,0.2141503
0.3796,0.2194123
0.37965,0.2203989
0.3797,0.2256608
0.37975,0.2279629
0.3798,0.2325671
0.37985,0.2342115
0.3799,0.238158
0.37995,0.2375002
0.38,0.2401312
0.38005,0.2391446
0.3801,0.2388157
0.38015,0.2365136
0.3802,0.2375002
0.38025,0.2361847
0.3803,0.2371714
0.38035,0.2361847
0.3804,0.238158
0.38045,0.2365136
0.3805,0.2388157
0.38055,0.2378291
0.3806,0.2411178
0.38065,0.2421044
0.3807,0.2467086
0.38075,0.248353
0.3808,0.2532861
0.38085,0.2549304
0.3809,0.2572325
0.38095,0.2559171
0.381,0.2572325
0.38105,0.2555882
0.3811,0.2572325
0.38115,0.258548
0.3812,0.2628234
0.38125,0.2641388
0.3813,0.2690719
0.38135,0.2694008
0.3814,0.274005
0.38145,0.2746628
0.3815,0.2769649
0.38155,0.2779515
0.3816,0.2812402
0.38165,0.2815691
0.3817,0.2861733
0.38175,0.2878177
0.3818,0.2934085
0.38185,0.2953817
0.3819,0.2953817
0.38195,0.2966972
0.382,0.2940662
0.38205,0.2930796
0.3821,0.2888043
0.38215,0.2878177
0.3822,0.2815691
0.38225,0.279267
0.3823,0.2746628
0.38235,0.2749916
0.3824,0.2746628
0.38245,0.2795959
0.3825,0.2842
0.38255,0.2924218
0.3826,0.2957106
0.38265,0.3016303
0.3827,0.302288
0.38275,0.3059056
0.3828,0.3052479
0.38285,0.3072211
0.3829,0.3045901
0.38295,0.3036035
0.383,0.2983415
0.38305,0.2943951
0.3831,0.2878177
0.38315,0.2848578
0.3832,0.2828846
0.38325,0.2888043
0.3833,0.2943951
0.38335,0.3062345
0.3834,0.3161006
0.38345,0.3272823
0.3835,0.3328731
0.38355,0.3401083
0.3836,0.3394506
0.38365,0.340766
0.3837,0.3361618
0.38375,0.3351752
0.3838,0.3312288
0.38385,0.3322154
0.3839,0.3312288
0.38395,0.3338597
0.384,0.3328731
0.38405,0.335833
0.3841,0.3345175
0.38415,0.3338597
0.3842,0.3325442
0.38425,0.3302421
0.3843,0.3276111
0.38435,0.3256379
0.3844,0.3226781
0.38445,0.3220204
0.3845,0.3187316
0.38455,0.3213626
0.3846,0.323007
0.38465,0.3308999
0.3847,0.3374773
0.38475,0.3463569
0.3848,0.3506322
0.38485,0.3568808
0.3849,0.3581963
0.38495,0.3595118
0.385,0.3555653
0.38505,0.3519477
0.3851,0.3450414
0.38515,0.3424104
0.3852,0.3401083
0.38525,0.3414238
0.3853,0.3414238
0.38535,0.3450414
0.3854,0.3447125
0.38545,0.3480012
0.3855,0.3470146
0.38555,0.3496456
0.3856,0.3483301
0.38565,0.3503033
0.3857,0.3489878
0.38575,0.3516188
0.3858,0.3506322
0.38585,0.3549075
0.3859,0.3539209
0.38595,0.3558941
0.386,0.3539209
0.38605,0.3545787
0.3861,0.3539209
0.38615,0.356223
0.3862,0.3591829
0.38625,0.3654315
0.3863,0.3703645
0.38635,0.3789152
0.3864,0.3854927
0.38645,0.3920701
0.3865,0.3947011
0.38655,0.3963454
0.3866,0.3920701
0.38665,0.3887814
0.3867,0.3815462
0.38675,0.379573
0.3868,0.3772708
0.38685,0.3799018
0.3869,0.3808884
0.38695,0.3874659
0.387,0.3904257
0.38705,0.3970032
0.3871,0.3986475
0.38715,0.4016074
0.3872,0.3986475
0.38725,0.3956877
0.3873,0.3877948
0.38735,0.3848349
0.3874,0.3815462
0.38745,0.3822039
0.3875,0.3841771
0.38755,0.3868081
0.3876,0.389768
0.38765,0.3894391
0.3877,0.3920701
0.38775,0.3930567
0.3878,0.3970032
0.38785,0.3983186
0.3879,0.4032517
0.38795,0.4045672
0.388,0.4075271
0.38805,0.4045672
0.3881,0.4016074
0.38815,0.3956877
0.3882,0.3920701
0.38825,0.3877948
0.3883,0.3910835
0.38835,0.389768
0.3884,0.3943722
0.38845,0.3943722
0.3885,0.3963454
0.38855,0.3979898
0.3886,0.4006208
0.38865,0.4019362
0.3887,0.407856
0.38875,0.4114735
0.3888,0.4167355
0.38885,0.4160777
0.3889,0.4150911
0.38895,0.4114735
0.389,0.4121313
0.38905,0.410158
0.3891,0.4118024
0.38915,0.4121313
0.3892,0.4150911
0.38925,0.4160777
0.3893,0.4177221
0.38935,0.4167355
0.3894,0.4173932
0.38945,0.4150911
0.3895,0.4147623
0.38955,0.4121313
0.3896,0.4137757
0.38965,0.4108158
0.3897,0.4104869
0.38975,0.4081848
0.3898,0.4095003
0.38985,0.4068693
0.3899,0.4098292
0.38995,0.4118024
0.39,0.4170644
0.39005,0.4187087
0.3901,0.4216686
0.39015,0.4203531
0.3902,0.4173932
0.39025,0.4111447
0.3903,0.4088426
0.39035,0.4035806
0.3904,0.4009496
0.39045,0.3956877
0.3905,0.3914123
0.39055,0.3864793
0.3906,0.387137
0.39065,0.3874659
0.3907,0.3914123
0.39075,0.3937145
0.3908,0.3996342
0.39085,0.4016074
0.3909,0.4065405
