"time","voltage"
0.0087,0.6992366
0.00875,0.8353897
0.0088,0.9199098
0.00885,1.0060744
0.0089,1.1543957
0.00895,1.3819754
0.009,1.6773028
0.00905,2.0048599
0.0091,2.3232088
0.00915,2.5872936
0.0092,2.7796843
0.00925,2.8875549
0.0093,2.8938034
0.00935,2.7786977
0.0094,2.5537486
0.00945,2.2380307
0.0095,1.8733109
0.00955,1.4888589
0.0096,1.1297303
0.00965,0.8107243
0.0097,0.5344717
0.00975,0.261179
0.0098,-0.0374368
0.00985,-0.3906453
0.0099,-0.7964732
0.00995,-1.251632
0.01,-1.7258654
0.01005,-2.1984544
0.0101,-2.6388142
0.01015,-3.0420117
0.0102,-3.3948917
0.01025,-3.7099516
0.0103,-3.9802849
0.01035,-4.2236509
0.0104,-4.4469557
0.01045,-4.677496
0.0105,-4.918889
0.01055,-5.1800141
0.0106,-5.4296293
0.01065,-5.6180744
0.0107,-5.7039104
0.01075,-5.6631298
0.0108,-5.5151367
0.01085,-5.2790055
0.0109,-5.0007782
0.01095,-4.6985435
0.011,-4.397625
0.01105,-4.0986791
0.0111,-3.8165064
0.01115,-3.5465019
0.0112,-3.2909679
0.01125,-3.0305011
0.0113,-2.7499731
0.01135,-2.4309671
0.0114,-2.0853224
0.01145,-1.737047
0.0115,-1.4331692
0.01155,-1.2059188
0.0116,-1.0875249
0.01165,-1.0773299
0.0117,-1.1592189
0.01175,-1.2828748
0.0118,-1.423632
0.01185,-1.5509055
0.0119,-1.6607487
0.01195,-1.7465843
0.012,-1.8265002
0.01205,-1.9182554
0.0121,-2.0553951
0.01215,-2.2543626
0.0122,-2.5309441
0.01225,-2.8729713
0.0123,-3.2630138
0.01235,-3.6494391
0.0124,-3.9911377
0.01245,-4.2499609
0.0125,-4.4232769
0.01255,-4.5295029
0.0126,-4.617641
0.01265,-4.7228804
0.0127,-4.8695579
0.01275,-5.0497804
0.0128,-5.2484202
0.01285,-5.4312739
0.0129,-5.579267
0.01295,-5.6667476
0.013,-5.6851645
0.01305,-5.619061
0.0131,-5.4763298
0.01315,-5.2592731
0.0132,-4.9869657
0.01325,-4.6709185
0.0133,-4.3259306
0.01335,-3.9658146
0.0134,-3.6201694
0.01345,-3.3011632
0.0135,-3.0180039
0.01355,-2.7529328
0.0136,-2.4950972
0.01365,-2.2273951
0.0137,-1.9639686
0.01375,-1.7209322
0.0138,-1.5150584
0.01385,-1.3545688
0.0139,-1.2509742
0.01395,-1.2036166
0.014,-1.2098652
0.01405,-1.2460412
0.0141,-1.2933987
0.01415,-1.3213528
0.0142,-1.3216816
0.01425,-1.2920831
0.0143,-1.2559073
0.01435,-1.2411081
0.0144,-1.2947142
0.01445,-1.4344847
0.0145,-1.6666684
0.01455,-1.9616666
0.0146,-2.2865922
0.01465,-2.5944164
0.0147,-2.8693538
0.01475,-3.0900271
0.0148,-3.2613695
0.01485,-3.3804214
0.0149,-3.4702036
0.01495,-3.5320315
0.015,-3.5833356
0.01505,-3.6290491
0.0151,-3.6879172
0.01515,-3.768491
0.0152,-3.8770189
0.01525,-3.9921246
0.0153,-4.0904574
0.01535,-4.1276202
0.0154,-4.0720406
0.01545,-3.9062886
0.0155,-3.6523991
0.01555,-3.355427
0.0156,-3.0745699
0.01565,-2.8354797
0.0157,-2.6611776
0.01575,-2.5408103
0.0158,-2.456619
0.01585,-2.3612461
0.0159,-2.2135825
0.01595,-1.9787679
0.016,-1.6643662
0.01605,-1.2907677
0.0161,-0.8974369
0.01615,-0.5314025
0.0162,-0.2459416
0.01625,-0.0729549
0.0163,-0.0052073
0.01635,-0.0193488
0.0164,-0.0686796
0.01645,-0.1206414
0.0165,-0.1416892
0.01655,-0.1295209
0.0166,-0.0870964
0.01665,-0.0351347
0.0167,0.0155116
0.01675,0.0362306
0.0168,0.0089342
0.01685,-0.0956471
0.0169,-0.265345
0.01695,-0.4797696
0.017,-0.694194
0.01705,-0.8750736
0.0171,-0.9898499
0.01715,-1.0283279
0.0172,-0.992152
0.01725,-0.9165115
0.0173,-0.8375822
0.01735,-0.8004197
0.0174,-0.8224541
0.01745,-0.9059876
0.0175,-1.0085956
0.01755,-1.0858805
0.0176,-1.0914713
0.01765,-1.0082667
0.0177,-0.8296893
0.01775,-0.5784311
0.0178,-0.2778422
0.01785,0.0260355
0.0179,0.3059056
0.01795,0.54664
0.018,0.7610646
0.01805,0.9527971
0.0181,1.1405832
0.01815,1.3359333
0.0182,1.5562778
0.01825,1.7989857
0.0183,2.0630703
0.01835,2.3281419
0.0184,2.5784142
0.01845,2.7763956
0.0185,2.9059718
0.01855,2.9526718
0.0186,2.9303083
0.01865,2.8503921
0.0187,2.7329845
0.01875,2.5961733
0.0188,2.4682417
0.01885,2.3531361
0.0189,2.2462525
0.01895,2.1219387
0.019,1.9713149
0.01905,1.7769512
0.0191,1.5404919
0.01915,1.2547019
0.0192,0.9370112
0.01925,0.597944
0.0193,0.2634811
0.01935,-0.0584846
0.0194,-0.3469053
0.01945,-0.6021099
0.0195,-0.817521
0.01955,-1.0108978
0.0196,-1.1875019
0.01965,-1.3601596
0.0197,-1.5239379
0.01975,-1.6864007
0.0198,-1.82946
0.01985,-1.947525
0.0199,-2.0179036
0.01995,-2.0455289
0.02,-2.017246
0.02005,-1.939961
0.0201,-1.8087411
0.02015,-1.6462783
0.0202,-1.4706607
0.02025,-1.3009627
0.0203,-1.1440909
0.02035,-1.0053068
0.0204,-0.8786912
0.02045,-0.7570086
0.0205,-0.6192113
0.02055,-0.4679302
0.0206,-0.3015209
0.02065,-0.1367561
0.0207,0.0168271
0.02075,0.1358788
0.0208,0.2082306
0.02085,0.2151369
0.0209,0.1628463
0.02095,0.0526742
0.021,-0.0966337
0.02105,-0.273238
0.0211,-0.4521443
0.02115,-0.6257887
0.0212,-0.789238
0.02125,-0.9625536
0.0213,-1.153957
0.02135,-1.3848251
0.0214,-1.6561445
0.02145,-1.9761369
0.0215,-2.3211238
0.02155,-2.6763058
0.0216,-3.0084667
0.02165,-3.3156335
0.0217,-3.5905709
0.02175,-3.8388698
0.0218,-4.0654631
0.02185,-4.2756128
0.0219,-4.4805007
0.02195,-4.6758513
0.022,-4.87186
0.02205,-5.0517535
0.0221,-5.2204657
0.02215,-5.3543172
0.0222,-5.4447575
0.02225,-5.4733696
0.0223,-5.4434423
0.02235,-5.3569484
0.0224,-5.2375674
0.02245,-5.1020713
0.0225,-4.9790726
0.02255,-4.8639669
0.0226,-4.7551098
0.02265,-4.6314535
0.0227,-4.4900379
0.02275,-4.3127756
0.0228,-4.1078877
0.02285,-3.8812943
0.0229,-3.6570032
0.02295,-3.4491558
0.023,-3.2820885
0.02305,-3.1498818
0.0231,-3.059113
0.02315,-2.9956405
0.0232,-2.9568336
0.02325,-2.9229598
0.0233,-2.8940191
0.02335,-2.8604741
0.0234,-2.835151
0.02345,-2.8183784
0.0235,-2.8354797
0.02355,-2.8920457
0.0236,-3.002218
0.02365,-3.1479084
0.0237,-3.3205667
0.02375,-3.4905937
0.0238,-3.6477947
0.02385,-3.7655311
0.0239,-3.851038
0.02395,-3.9076042
0.024,-3.9598949
0.02405,-4.0138302
0.0241,-4.0924306
0.02415,-4.185173
0.0242,-4.2973185
0.02425,-4.4019003
0.0243,-4.4870782
0.02435,-4.5278587
0.0244,-4.5199656
0.02445,-4.4505734
0.0245,-4.3348098
0.02455,-4.1858306
0.0246,-4.0365224
0.02465,-3.8944492
0.0247,-3.7701354
0.02475,-3.6497679
0.0248,-3.5224943
0.02485,-3.3669376
0.0249,-3.1755338
0.02495,-2.9407189
0.025,-2.6805811
0.02505,-2.4059727
0.0251,-2.142875
0.02515,-1.8958921
0.0252,-1.6817964
0.02525,-1.4956549
0.0253,-1.3420718
0.02535,-1.2082208
0.0254,-1.0960755
0.02545,-0.9878767
0.0255,-0.8882285
0.02555,-0.7898958
0.0256,-0.7004426
0.02565,-0.625131
0.0257,-0.5820487
0.02575,-0.568565
0.0258,-0.5948747
0.02585,-0.6468365
0.0259,-0.7228059
0.02595,-0.8043661
0.026,-0.8865841
0.02605,-0.9576204
0.0261,-1.0233948
0.02615,-1.0786453
0.0262,-1.1296204
0.02625,-1.1766492
0.0263,-1.2276243
0.02635,-1.2785995
0.0264,-1.338783
0.02645,-1.3999532
0.0265,-1.4627677
0.02655,-1.5078232
0.0266,-1.534133
0.02665,-1.5272267
0.0267,-1.4940106
0.02675,-1.428565
0.0268,-1.3427294
0.02685,-1.2328863
0.0269,-1.1112037
0.02695,-0.9750507
0.027,-0.8287027
0.02705,-0.6665688
0.0271,-0.4955554
0.02715,-0.3159913
0.0272,-0.1334674
0.02725,0.0589227
0.0273,0.2592058
0.02735,0.4686973
0.0274,0.6847662
0.02745,0.9005064
0.0275,1.1024339
0.02755,1.2760785
0.0276,1.419138
0.02765,1.5270082
0.0277,1.6105417
0.02775,1.6713831
0.0278,1.720714
0.02785,1.7585343
0.0279,1.7924082
0.02795,1.813785
0.028,1.8200336
0.02805,1.8006301
0.0281,1.7598499
0.02815,1.6921021
0.0282,1.604622
0.02825,1.496423
0.0283,1.3800021
0.02835,1.2576617
0.0284,1.1402543
0.02845,1.0271221
0.0285,0.924843
0.02855,0.8248658
0.0286,0.7288351
0.02865,0.6272137
0.0287,0.5246055
0.02875,0.4167355
0.0288,0.317745
0.02885,0.2289495
0.0289,0.1621885
0.02895,0.1161465
0.029,0.1000317
0.02905,0.106938
0.0291,0.1381809
0.02915,0.1855384
0.0292,0.2486819
0.02925,0.3187316
0.0293,0.3983186
0.02935,0.4818522
0.0294,0.5752518
0.02945,0.6742423
0.0295,0.7860588
0.02955,0.9018219
0.0296,1.0264645
0.02965,1.1504493
0.0297,1.2744341
0.02975,1.3859218
0.0298,1.4898455
0.02985,1.5779834
0.0299,1.6503353
0.02995,1.7032838
0.03,1.7394598
0.03005,1.7568899
0.0301,1.762152
0.03015,1.751628
0.0302,1.736171
0.03025,1.7075591
0.0303,1.6707253
0.03035,1.6111995
0.0304,1.5283237
0.03045,1.4158492
0.0305,1.2823271
0.03055,1.1277571
0.0306,0.9649653
0.03065,0.798556
0.0307,0.639053
0.03075,0.4825099
0.0308,0.3397794
0.03085,0.2026398
0.0309,0.0776684
0.03095,-0.0433565
0.031,-0.1518842
0.03105,-0.25515
0.0311,-0.344932
0.03115,-0.4278078
0.0312,-0.4955554
0.03125,-0.5508059
0.0313,-0.5843508
0.03135,-0.5998078
0.0314,-0.5876396
0.03145,-0.5547523
0.0315,-0.4952265
0.03155,-0.4241902
0.0316,-0.339999
0.03165,-0.2528479
0.0317,-0.1610926
0.03175,-0.0690085
0.0318,0.032613
0.03185,0.143114
0.0319,0.2720318
0.03195,0.4114735
0.032,0.5637413
0.03205,0.7153513
0.0321,0.8646593
0.03215,0.9988392
0.0322,1.1175621
0.03225,1.212935
0.0323,1.29022
0.03235,1.346786
0.0324,1.390855
0.03245,1.4178225
0.0325,1.4352528
0.03255,1.4378837
0.0326,1.4303197
0.03265,1.4053253
0.0327,1.3717804
0.03275,1.321134
0.0328,1.261937
0.03285,1.1892562
0.0329,1.1123002
0.03295,1.0307398
0.033,0.9498372
0.03305,0.8709079
0.0331,0.7988849
0.03315,0.7406745
0.0332,0.6906859
0.03325,0.6531945
0.0333,0.6180052
0.03335,0.5897222
0.0334,0.5614392
0.03345,0.541378
0.0335,0.5265788
0.03355,0.5315118
0.0336,0.5571639
0.03365,0.6104411
0.0337,0.6850951
0.03375,0.7854011
0.0338,0.9054395
0.03385,1.0412637
0.0339,1.1849809
0.03395,1.3385643
0.034,1.4970807
0.03405,1.6644769
0.0341,1.8354906
0.03415,2.0120952
0.0342,2.1913307
0.03425,2.3758285
0.0343,2.5586817
0.03435,2.7398908
0.0344,2.9135358
0.03445,3.0799456
0.0345,3.2289252
0.03455,3.3631055
0.0346,3.4736071
0.03465,3.5673361
0.0347,3.6439638
0.03475,3.7094097
0.0348,3.7672913
0.03485,3.8215556
0.0349,3.8685846
0.03495,3.9083784
0.035,3.9294262
0.03505,3.9304128
0.0351,3.9027874
0.03515,3.8518119
0.0352,3.7771575
0.03525,3.6919792
0.0353,3.6025257
0.03535,3.525898
0.0354,3.4581501
0.03545,3.4075036
0.0355,3.3575149
0.03555,3.3091705
0.0356,3.2503021
0.03565,3.185514
0.0357,3.115464
0.03575,3.0493605
0.0358,2.9924653
0.03585,2.9569471
0.0359,2.9395168
0.03595,2.9470809
0.036,2.9714174
0.03605,3.0161443
0.0361,3.0713949
0.03615,3.1374984
0.0362,3.2042599
0.03625,3.2746387
0.0363,3.338769
0.03635,3.4038861
0.0364,3.4653854
0.03645,3.533462
0.0365,3.606801
0.03655,3.690335
0.0366,3.7778153
0.03665,3.8679268
0.0367,3.9488299
0.03675,4.0188799
0.0368,4.0691977
0.03685,4.0955076
0.0369,4.0932055
0.03695,4.0705132
0.037,4.0257864
0.03705,3.9721799
0.0371,3.9077206
0.03715,3.8409591
0.0372,3.7702513
0.03725,3.6936235
0.0373,3.6028545
0.03735,3.4989305
0.0374,3.3742874
0.03745,3.2335296
0.0375,3.0756702
0.03755,2.9105759
0.0376,2.739233
0.03765,2.576112
0.0377,2.415622
0.03775,2.2669716
0.0378,2.1252275
0.03785,1.9936782
0.0379,1.8624581
0.03795,1.7332112
0.038,1.5990312
0.03805,1.4697844
0.0381,1.3402086
0.03815,1.2185259
0.0382,1.1063805
0.03825,1.0123229
0.0383,0.9330648
0.03835,0.8735389
0.0384,0.8271679
0.03845,0.795925
0.0385,0.7706019
0.03855,0.7488963
0.0386,0.7219288
0.03865,0.6903571
0.0387,0.6505635
0.03875,0.6091257
0.0388,0.5713054
0.03885,0.541378
0.0389,0.5275654
0.03895,0.5163837
0.039,0.510464
0.03905,0.4904028
0.0391,0.4555424
0.03915,0.3940433
0.0392,0.3128119
0.03925,0.2102038
0.0393,0.1046359
0.03935,-0.0019186
0.0394,-0.0976203
0.03945,-0.1890467
0.0395,-0.2719225
0.03955,-0.360389
0.0396,-0.4567485
0.03965,-0.5734981
0.0397,-0.7053757
0.03975,-0.8625765
0.0398,-1.0247103
0.03985,-1.192435
0.0399,-1.351609
0.03995,-1.5002592
0.04,-1.6288481
0.04005,-1.7406646
0.0401,-1.8347219
0.04015,-1.9238462
0.0402,-2.0096819
0.04025,-2.1053836
0.0403,-2.2020719
0.04035,-2.3053379
0.0404,-2.3990664
0.04045,-2.4835865
0.0405,-2.5440991
0.04055,-2.582906
0.0406,-2.5970476
0.04065,-2.5973763
0.0407,-2.5878391
0.04075,-2.5861948
0.0408,-2.5904701
0.04085,-2.6092157
0.0409,-2.6309214
0.04095,-2.6549289
0.041,-2.6674261
0.04105,-2.6680839
0.0411,-2.649667
0.04115,-2.6253304
0.0412,-2.592772
0.04125,-2.57008
0.0413,-2.5556095
0.04135,-2.5638313
0.0414,-2.5858657
0.04145,-2.6253304
0.0415,-2.6684127
0.04155,-2.7144549
0.0416,-2.7549062
0.04165,-2.7933841
0.0417,-2.8266003
0.04175,-2.8693538
0.0418,-2.9170401
0.04185,-2.9811702
0.0419,-3.0554955
0.04195,-3.1449487
0.042,-3.2357175
0.04205,-3.3307617
0.0421,-3.4169261
0.04215,-3.4981577
0.0422,-3.5665631
0.04225,-3.62872
0.0423,-3.6829841
0.04235,-3.7388926
0.0424,-3.7921698
0.04245,-3.8539979
0.0425,-3.9187858
0.04255,-3.9891646
0.0426,-4.0529661
0.04265,-4.1095319
0.0427,-4.1447215
0.04275,-4.1621518
0.0428,-4.1549163
0.04285,-4.1358418
0.0429,-4.1022968
0.04295,-4.0720406
0.043,-4.0404687
0.04305,-4.0164609
0.0431,-3.9914668
0.04315,-3.9691033
0.0432,-3.9388471
0.04325,-3.9043155
0.0433,-3.858602
0.04335,-3.8102579
0.0434,-3.757967
0.04345,-3.714556
0.0435,-3.6750913
0.04355,-3.6487813
0.0436,-3.6257603
0.04365,-3.6139209
0.0437,-3.6007659
0.04375,-3.5941885
0.0438,-3.58498
0.04385,-3.5813625
0.0439,-3.5787315
0.04395,-3.5843222
0.044,-3.5938597
0.04405,-3.6155653
0.0441,-3.6405594
0.04415,-3.6787088
0.0442,-3.7224488
0.04425,-3.7747395
0.0443,-3.8296614
0.04435,-3.8865564
0.0444,-3.9421358
0.04445,-3.9921246
0.0445,-4.0424418
0.04455,-4.0871687
0.0446,-4.1391306
0.04465,-4.1884618
0.0447,-4.2433834
0.04475,-4.291399
0.0448,-4.3387566
0.04485,-4.3729591
0.0449,-4.4032154
0.04495,-4.417357
0.045,-4.4236059
0.04505,-4.4160419
0.0451,-4.4058466
0.04515,-4.3877587
0.0452,-4.3726306
0.04525,-4.3545423
0.0453,-4.33777
0.04535,-4.3147488
0.0454,-4.2927141
0.04545,-4.2631159
0.0455,-4.2298994
0.04555,-4.1874747
0.0456,-4.1450505
0.04565,-4.0953903
0.0457,-4.0457306
0.04575,-3.9921246
0.0458,-3.944109
0.04585,-3.8974092
0.0459,-3.8602464
0.04595,-3.8267014
0.046,-3.8043382
0.04605,-3.7849345
0.0461,-3.7760551
0.04615,-3.7642157
0.0462,-3.757967
0.04625,-3.7494164
0.0463,-3.7471142
0.04635,-3.745141
0.0464,-3.7523763
0.04645,-3.7661889
0.0465,-3.794143
0.04655,-3.8247283
0.0466,-3.8648508
0.04665,-3.9043155
0.0467,-3.9480555
0.04675,-3.988178
0.0468,-4.0296159
0.04685,-4.0654631
0.0469,-4.1019678
0.04695,-4.1332111
0.047,-4.1651115
0.04705,-4.1920791
0.0471,-4.2223353
0.04715,-4.2463431
0.0472,-4.2710085
0.04725,-4.2884388
0.0473,-4.3002782
0.04735,-4.3012648
0.0474,-4.298305
0.04745,-4.2828479
0.0475,-4.26476
0.04755,-4.2361484
0.0476,-4.2085228
0.04765,-4.1733332
0.0477,-4.138473
0.04775,-4.0963774
0.0478,-4.0542812
0.04785,-4.0033059
0.0479,-3.954633
0.04795,-3.8983958
0.048,-3.8457761
0.04805,-3.7911832
0.0481,-3.7428389
0.04815,-3.69877
0.0482,-3.6691716
0.04825,-3.6464791
0.0483,-3.6349688
0.04835,-3.6270757
0.0484,-3.6228004
0.04845,-3.6155653
0.0485,-3.6116188
0.04855,-3.6043835
0.0486,-3.6027391
0.04865,-3.6043835
0.0487,-3.6181962
0.04875,-3.6362841
0.0488,-3.6655538
0.04885,-3.6971257
0.0489,-3.7352748
0.04895,-3.7724376
0.049,-3.8122311
0.04905,-3.8461049
0.0491,-3.8806367
0.04915,-3.9092486
0.0492,-3.9395049
0.04925,-3.9631836
0.0493,-3.990809
0.04935,-4.0121856
0.0494,-4.0348778
0.04945,-4.0480328
0.0495,-4.0555968
0.04955,-4.0486908
0.0496,-4.0368509
0.04965,-4.0138302
0.0497,-3.9845605
0.04975,-3.9464111
0.0498,-3.9049733
0.04985,-3.8579445
0.0499,-3.8119023
0.04995,-3.7642157
0.05,-3.714227
0.05005,-3.6639094
0.0501,-3.6037259
0.05015,-3.5399246
0.0502,-3.4659283
0.05025,-3.3912742
0.0503,-3.3136601
0.05035,-3.2396638
0.0504,-3.1676409
0.05045,-3.1048262
0.0505,-3.0443137
0.05055,-2.992352
0.0506,-2.9420345
0.05065,-2.8966501
0.0507,-2.85291
0.05075,-2.8164053
0.0508,-2.7802293
0.05085,-2.7539196
0.0509,-2.7302406
0.05095,-2.7167568
0.051,-2.7052464
0.05105,-2.7036021
0.0511,-2.7022865
0.05115,-2.7072196
0.0512,-2.7075486
0.05125,-2.709193
0.0513,-2.7065618
0.05135,-2.7032733
0.0514,-2.6934071
0.05145,-2.683212
0.0515,-2.6657817
0.05155,-2.649667
0.0516,-2.6269748
0.05165,-2.6062558
0.0517,-2.5806038
0.05175,-2.5552807
0.0518,-2.5194337
0.05185,-2.4783247
0.0519,-2.4263628
0.05195,-2.366508
0.052,-2.2987604
0.05205,-2.2257509
0.0521,-2.1471503
0.05215,-2.0678923
0.0522,-1.9846876
0.05225,-1.9041139
0.0523,-1.8179495
0.05235,-1.7314562
0.0524,-1.6420029
0.05245,-1.5515631
0.0525,-1.4571769
0.05255,-1.3650928
0.0526,-1.2733375
0.05265,-1.1855288
0.0527,-1.1010087
0.05275,-1.0250392
0.0528,-0.9523585
0.05285,-0.8908594
0.0529,-0.8352801
0.05295,-0.7872648
0.053,-0.7412227
0.05305,-0.6991271
0.0531,-0.6550583
0.05315,-0.6152648
0.0532,-0.5738269
0.05325,-0.5396242
0.0533,-0.5073948
0.05335,-0.4820716
0.0534,-0.4600372
0.05345,-0.4435936
0.0535,-0.4261634
0.05355,-0.4126797
0.0536,-0.3962361
0.05365,-0.3820946
0.0537,-0.36302
0.05375,-0.3432877
0.0538,-0.3173068
0.05385,-0.2942858
0.0539,-0.2673183
0.05395,-0.2459416
0.054,-0.2179875
0.05405,-0.1916777
0.0541,-0.1551729
0.05415,-0.116366
0.0542,-0.067693
0.05425,-0.0154023
0.0543,0.0441235
0.05435,0.102005
0.0544,0.1618597
0.05445,0.217439
0.0545,0.274005
0.05455,0.3276111
0.0546,0.3858215
0.05465,0.4414009
0.0547,0.5015845
0.05475,0.5607815
0.0548,0.6219517
0.05485,0.6798332
0.0549,0.7363992
0.05495,0.7860588
0.055,0.832101
0.05505,0.8695924
0.0551,0.9028085
0.05515,0.9291183
0.0552,0.9544414
0.05525,0.9738449
0.0553,0.9929195
0.05535,1.0057455
0.0554,1.0202159
0.05545,1.0287665
0.0555,1.0350151
0.05555,1.0333707
0.0556,1.0258067
0.05565,1.014954
0.0557,0.9962082
0.05575,0.981409
0.0558,0.963321
0.05585,0.9521393
0.0559,0.939971
0.05595,0.935038
0.056,0.9281316
0.05605,0.9241852
0.0561,0.9156345
0.05615,0.9097148
0.0562,0.9005064
0.05625,0.8939289
0.0563,0.8880093
0.05635,0.8896536
0.0564,0.8939289
0.05645,0.9070838
0.0565,0.9218831
0.05655,0.9412866
0.0566,0.96069
0.05665,0.9840399
0.0567,1.0031145
0.05675,1.0258067
0.0568,1.0458679
0.05685,1.0682312
0.0569,1.0899367
0.05695,1.1159177
0.057,1.1392677
0.05705,1.1636041
0.0571,1.1823499
0.05715,1.2004379
0.0572,1.2116195
0.05725,1.2221434
0.0573,1.2231301
0.05735,1.2231301
0.0574,1.2162237
0.05745,1.2112907
0.0575,1.2017534
0.05755,1.1951759
0.0576,1.1839943
0.05765,1.171826
0.0577,1.153738
0.05775,1.1336768
0.0578,1.1070381
0.05785,1.0807284
0.0579,1.0501432
0.05795,1.022518
0.058,0.9912751
0.05805,0.9666097
0.0581,0.9389845
0.05815,0.914319
0.0582,0.8857071
0.05825,0.8623572
0.0583,0.8350608
0.05835,0.8123686
0.0584,0.7867166
0.05845,0.7663265
0.0585,0.7449499
0.05855,0.7308084
0.0586,0.7169957
0.05865,0.7123915
0.0587,0.7074584
0.05875,0.7117338
0.0588,0.716338
0.05885,0.7275196
0.0589,0.7363992
0.05895,0.7482386
0.059,0.7564604
0.05905,0.767642
0.0591,0.7738906
0.05915,0.7860588
0.0592,0.795925
0.05925,0.8097377
0.0593,0.8225637
0.05935,0.8376918
0.0594,0.8508467
0.05945,0.8616995
0.0595,0.8718945
0.05955,0.8791297
0.0596,0.8794585
0.05965,0.8801163
0.0597,0.875841
0.05975,0.8728811
0.0598,0.8663037
0.05985,0.8620284
0.0599,0.8518333
0.05995,0.8452559
0.06,0.8334165
0.06005,0.8222348
0.0601,0.8015159
0.06015,0.7817835
0.0602,0.7561315
0.06025,0.7321239
0.0603,0.7058141
0.06035,0.6834508
0.0604,0.6617452
0.06045,0.6459593
0.0605,0.6311601
0.06055,0.6226094
0.0606,0.6114278
0.06065,0.6038637
0.0607,0.5907089
0.06075,0.5815004
0.0608,0.5690033
0.06085,0.562097
0.0609,0.5565061
0.06095,0.5597948
0.061,0.5676877
0.06105,0.5838025
0.0611,0.603206
0.06115,0.6272137
0.0612,0.6508924
0.06125,0.6739135
